en	zo
And the second is like it: ‘Love your neighbor as yourself.’	A nihna pen a masa mah tawh kibang a, nangma pumpi na it bangin na vengte na it in, cihna ahi hi.
Immediately the boy’s father cried out, “I do believe; help my unbelief!”	Thakhatin naupang’ pa kiko a, “Ka um hi; ka upna a kicin nadingin hong huh in,” a ci hi.
But the tax collector stood at a distance, unwilling even to lift his eyes to heaven. Instead, he beat his breast and said, ‘God, have mercy on me, a sinner.’	Ahi zongin siahdongpa pen a gamla simah ding a, vantung lamah zong dak ngam loin a dip humin kuncip a, ‘Pasian aw, kei mimawh mi khial pa hong hehpih in,’ ci-in a ngen hi.
God is Spirit, and His worshipers must worship Him in spirit and in truth.”	Pasian pen Kha ahi hi; amah a biate in tua Kha’ lamlahna le thuman taktak tawh a bia ding uh hi,” a ci hi.
But I consider my life of no value to myself, if only I may finish my course and the ministry I received from the Lord Jesus, to testify to the gospel of God’s grace.	Ahi zongin Topa Jesuh in kei sep dingin a hong piak, Pasian hehpihna hangin Lungdamna Thu, mite kiangah gen ding nasep ka tangtut zawh nakleh kei nuntakna-ah bangbang hong piang taleh a thupi-in ka ngaihsun kei hi.
For the kingdom of God is not a matter of eating and drinking, but of righteousness, peace, and joy in the Holy Spirit.	Bang hang hiam cih leh Pasian’ Ukna pen nekledawn tawh a kisai thu hi lo a, Kha Siangtho hangin i ngah Pasian’ deih bangin gamtatna, kilemna, lungdamna, cihte hizaw hi.
But God chose the foolish things of the world to shame the wise; God chose the weak things of the world to shame the strong.	Ahi zongin Pasian in mipilte a maizumsak nadingin mihaite hong teel a, mi thahatte a maizumsak nadingin mi thaneemte a hong teel hi.
Each one should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver.	Pasian in piaknopna lungsim tawh a pia mite bek deih ahih manin, a kuamah peuh in na lungsim sung uhah na ngaihsutsa zah ciat uh na pia unla, pia nuam lopipi le sawlzawh thu bek tawh na pia kei un.
Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.	Tua ahih manin na hoih sep ding cimtak kei ni. Lungkia loin i sep nakleh a hun ciangin thaman i ngah ding hi.
For He Himself is our peace, who has made the two one and has torn down the dividing wall of hostility	Khrih mahmah in Gentail mite le Jew mite pawlkhatin hong bawl ahih manin eite tungah nopsakna a hong piapa ahi hi. Hih minam nihte khenin gal a piangsak dalna pen Khrih in ama pumpi tawh a satkham hi.
But our citizenship is in heaven, from which we also eagerly wait for a Savior, the Lord Jesus Christ.	Ahi zongin eite ihih leh vantung gam mite ihi a, vantung panin a hong pai ding Topa Jesuh Khrih, eite’ Honpa, lawptakin a ngakte ihi hi.
He has rescued us from the dominion of darkness and brought us into the kingdom of the Son He loves,	Amah in khuamial vangliatna panin eite hong honkhia-in, a lungmuanhuaina mun, a it a Tapa’ ukna sungah hong koih a,
But godliness with contentment is great gain.	Pasian biakna hangin a neihsateng tawh a lungkim mite pen biakna in mihau a suaksak takpi mah ahi hi.
And the things you have heard me say in the presence of many witnesses, entrust to reliable men who will also be qualified to teach others.	Mi tampite’ theihin ka thuhilh, na zaksa thu khempeuh, midangte a hilhsawn thei dingin a citak mite tungah hoihtakin a zuih dingun na hilh in.
But avoid foolish controversies, genealogies, arguments, and quarrels about the law, because these are unprofitable and worthless.	Ahi zongin a haihuai thu kiselna, min kigual deudau khangsimna, kitotna, thukham kitotlawhna cihte na pelh in. Tuate a kimanna a om lo, a mawkna thu hi lel hi.
Jesus Christ is the same yesterday and today and forever.	Jesuh Khrih pen zani, tuni, a tawntungin kibang ngitnget hi.
Therefore confess your sins to each other and pray for each other so that you may be healed. The prayer of a righteous man is powerful and effective.	Tua ahih manin na ci uh a dam nadingin khatlekhat tungah na mawhna uh kipulakin thu na kingetsak ta un. Mihoihte’ thungetna in vang nei a, na lianpi semzo hi.
Be sober-minded and alert. Your adversary the devil prowls around like a roaring lion, seeking someone to devour.	Note pilvangin khua phawk un. Na gal uh ahi Dawimangpa, humpinelkai bangin a nektheih ding zongin vak kawikawi hi.
His divine power has given us everything we need for life and godliness through the knowledge of Him who called us by His own glory and excellence.	Ama minthanna le a hoihnate a neikhawm dingin a hong sampa i theihna hangin Pasian’ deih bangin biakna mantak i nuntak theih nadingin ama vangliatna in eite’ kisap na khempeuh a hong pia hi.
Beloved, we are now children of God, and what we will be has not yet been revealed. We know that when He appears, we will be like Him, for we will see Him as He is.	Ka lawm itte aw, eite’ pianzia ding taktak a telin hong kilat nai loh hangin tu-in Pasian’ tate ihi hi. Ahi zongin Khrih hong kilat ciangin ama pianzia ahi bang teekteekin mu ding ihih manin amah i bat nading thu teltakin i thei hi.
Now to Him who is able to keep you from stumbling and to present you unblemished before the presence of His glory with great joy,	Ama minthanna mai-ah paubaanna om hetloin lungdam takin a hong paipih theih nadingin note na pukkhak nading panun a hong kem,
and from Jesus Christ, the faithful witness, the firstborn from the dead, and the ruler of the kings of the earth. To Him who loves us and has freed us from our sins by His blood,	thuman takin teci a pang, sihna panin a kithokiksak Tapa upa, leitung kumpite tungah ukna aana a nei Jesuh Khrih kiang panin note tungah hehpihna le nopsakna thupha hong tung tahen. Tua Jesuh Khrih in eite hong it a, ama sihna tawh i mawhna panin eite hong suaktasak a,
Each of the four living creatures had six wings and was covered with eyes all around and within. Day and night they never stop saying: “Holy, Holy, Holy, is the Lord God Almighty, who was and is and is to come!”	Tua ganhing lite in kha guk ciat nei-in, tua a khate’ sunglam le a pualamah mittang a dimtakin om a, a sun a zan tawlnga loin la sa uh a, “A beisa, tuhun, le a tawntungin a om Vanglian Topa Pasian, siangtho hi, siangtho hi, siangtho hi,” a ci uh hi.
For the Lamb at the center of the throne will be their shepherd. He will lead them to springs of living water, and God will wipe away every tear from their eyes.”	Bang hang hiam cih leh Tokhom laizangah a om Tuuno, amaute a kem pa hi ding a, nuntakna tui omna-ah amaute paipih ding a, Pasian in a khitui khempeuh uh nulsak ding hi,” hong ci hi.
Then the seventh angel sounded his trumpet, and there were loud voices in heaven saying: “The kingdom of the world has become the kingdom of our Lord and of His Christ, and He will reign forever and ever.”	Tua ciangin a sagihna vantungmi in a peengkul hong tum a, vantungah nakpitakin aw hong ging a, “Leitung uk nading aana neihna pen i Topa Khrih a’ hong suakkhin a, amah in a tawntungin uk paisuak ding hi,” hong ci hi.
and they sang the song of God’s servant Moses and of the Lamb: “Great and marvelous are Your works, Lord God Almighty! Just and true are Your ways, O King of the nations!	Amaute in Pasian’ nasem Moses la le Tuuno la sa uh a, “A Vanglian Topa Pasian aw, na nasepnate lamdangin lian mahmah hi. Khang tawntung a Kumpipa aw, na nasepnate-ah thumanin na thutang hi.
And I heard a loud voice from the throne saying, “Behold, the dwelling of God is with man, and He will dwell with them. They will be His people, and God Himself will be with them and be their God.	Tokhom panin nakpitakin awging khat ka za a, “Tu-in Pasian omna inn pen mite tawh omkhawm ta hi. Pasian in amaute ompih ding a, amaute pen ama mite hi ding uh hi. Pasian mahmah amaute tawh omkhawm ding a, amah pen amaute’ Pasian hi ding hi.
I have set My rainbow in the clouds, and it will be a sign of the covenant between Me and the earth.	Meii sungah ka sakhituihup ka kaisak a, tua pen kei le leitung kikalah thuciamna lim hi ding hi.
When the Israelites saw it, they asked one another, “What is it?” For they did not know what it was. And Moses said to them, “It is the bread that the LORD has given you to eat.	Israel mite in a muh uh ciangin amaute khatlekhat in, “Bang ahi hiam?” kici uh hi. Bang hang hiam cih leh amaute in tua pen bang hiam cih thei lo uh hi. Moses in amaute’ kiangah, “ Topa in nek dinga note’ tungah hong piak an ahi hi.
Fire came out from the presence of the LORD and consumed the burnt offering and the fat portions on the altar. And when all the people saw it, they shouted for joy and fell facedown.	Topa’ mai panin mei hong piangkhia-in meihal biakna le biakna tau tunga om sathau a kang hi. Mi khempeuh in a muh uh ciangin awng uh a, lei maingatin a kunsuk uh hi.
Then the LORD opened the donkey’s mouth, and she said to Balaam, “What have I done to you that you have beaten me these three times?”	Tua ciangin Topa inla pau theisak a, la in Balaam kiangah, “Thumvei dong nong sat nadingin nang bang hong cih ka hi hiam?” a ci hi.
The eternal God is your dwelling place, and underneath are the everlasting arms. He drives out the enemy before you, crying, ‘Destroy!’	Tawntung Pasian pen nangma omna hi a, nangmah huh dingin tawntung khutte a om hi. Amah in na mai-ah galte nawtkhia-in, ‘Susia un,’ ci hi.
When we heard this, our hearts melted and everyone’s courage failed because of you, for the LORD your God is God in heaven above and on earth below.	Tua thu ka zak phetun ka lungsim uh bei a, note’ hangin mite’ lungsimah hanna bei hi; bang hang hiam cih leh Topa na Pasian uh, tunga om vantung le nuai-a om leitungah Pasian ahi hi.
behold, I will place a wool fleece on the threshing floor. If there is dew only on the fleece and all the ground is dry, then I will know that You will save Israel by my hand, as You have said.”	en in, ancilna sual tungah tuumul lom khat ka koih hi. Tuumul tung bekah daitui omin leilak dang khempeuh a keu leh, na gensa bangin keima tha tawh Israel-te na honkhia ding hi, cih ka thei ding hi,” a ci hi.
He said to his men, “The LORD forbid that I should do such a thing to my master, the LORD’s anointed, or lift my hand against him; for he is the anointed of the LORD.”	Amah in a mite kiangah, “Amah pen Topa’ sathau nilh pa hi, ci-in a thei gegupi-in ama tungah ka khut ka ngak ding, Topa’ sathau nilh pa ahi ka topa tungah hih bang ka hih ding Topa in hong kham hi,” a ci hi.
“How the mighty have fallen in battle! Jonathan lies slain on your high places.	“A vanglianpa bangci-in tuk galphual sungah! Jonathan aw, na mual sangte tungah nang hong kithat hi.
The temple was built with stones finished at the quarry, so that no hammer, chisel, or any other iron tool was heard in the temple while it was being built.	Biakinn a kilam ciangin a kitawhna mun panin a kibawlsa suangte tawh kilam hi. Tua ahih manin a kilam laitakin hei ahi a, sek ahi a, sik nazat khat peuhpeuh ahi zongin a gingte biakinn huang sungah kiza lo hi.
Then Elisha prayed, “O LORD, please open his eyes that he may see.” And the LORD opened the eyes of the young man, and he saw that the hills were full of horses and chariots of fire all around Elisha.	Tua ciangin Elisha in thu ngenin, “ Topa aw, kong thum hi; amah in a muh theih nadingin ama mitte honsak in,” a ci hi. Tua ahih ciangin Topa in tangvalpa’ mitte honsak a, tua ciangin amah in mu hi. En in, Elisha’ kimkot mualtung khempeuh sakolte le mei leengte tawh kidim hi.
And you, my son Solomon, know the God of your father and serve Him with a whole heart and a willing mind, for the LORD searches every heart and understands every intent of the thoughts.	“Tu-in nang, ka tapa Solomon aw, na pa’ Pasian thei inla, na lungsim khempeuh le utna lungsim tawh ama na sem in; bang hang hiam cih leh Topa in lungsim sung zong a, ngimna le ngaihsutna khempeuh thei hi. Nangmah in amah na zon le nangmah in amah na mu ding hi. Ahih hangin amah na nusiat leh amah in nang hong paaikhia paisuak ding hi.
Hear the supplications of Your servant and of Your people Israel when they pray toward this place. Hear from heaven, Your dwelling place, and when You hear, forgive.	Amaute in hih mun lam nga-in thu hong nget uh ciangin na nasempa le na mi Israel-te’ hong thumnate nangmah in ngai in. Na tenna mun vantung panin hong za takpi inla, na zak ciangin hong maisak in.
and I prayed: “O my God, I am too ashamed and disgraced to lift up my face to You, my God, for our iniquities have risen higher than our heads, and our guilt has reached to the heavens.	“Ka biak Pasian aw, ka mawhnate un ka lu dawn dong uh hong vuknelhin vantung dong banto ahih manin nangma lam kong et ding maizumin ka mai a san hi, ka Pasian aw.
My ears had heard of You, but now my eyes have seen You.	Nidangin mi’ gensawn bekin nang ka hong thei a, tu-in keima mit mahmah tawh nang ka hong mu ta hi.
what is man that You are mindful of him, or the son of man that You care for him?	na ngaihsut tham dingin mihing bang hi lel a, na phawk tham dingin mihing’ ta bang hi lel ahi hiam?
